Series,Year,calendar year,S&P 500 (includes dividends),US Small cap (bottom decile),3-month T.Bill,US T. Bond (10-year),Baa Corporate Bond,Real Estate,Gold*,inflation,SP500 Dividend Yield,Bitcoin*,International Stocks,Emerging Markets,NASDAQ 100,Ethereum,XRP,SOL
17,4,1989,0.2564,0.022,0.0331,0.1246,0.108,-0.0025,-0.0716,,,0.4326,0.0588,-0.0444,0.2056,0.2325,0.0216,0.479
17,5,1990,-0.0864,-0.3207,0.0131,0.0012,0.0016,-0.0641,-0.0869,,,0.3743,-0.2762,-0.0576,-0.1557,0.2468,-0.0078,0.4112
17,6,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.3682,0.0916,-0.0297,0.6009,0.2909,0.0114,0.3983
17,7,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.3268,-0.1433,-0.0282,0.0579,0.2845,0.0061,0.3511
17,8,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.2911,0.2938,-0.0268,0.0762,0.2705,0.0024,0.3111
17,9,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.2603,0.0525,-0.026,-0.0114,0.2528,-0.0006,0.2772
17,10,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.2351,0.0879,-0.0248,0.3901,0.2354,-0.0023,0.2497
18,1,1987,0.0132,-0.1768,0.0129,-0.0899,-0.0155,0.0327,0.1925,,,0.1784,0.1963,-0.0424,0.0581,0.0149,0.3182,0.1916
18,2,1988,0.1161,0.124,0.0215,0.0364,0.0954,0.0268,-0.1885,,,0.3586,0.2315,-0.0423,0.0873,0.0921,0.1109,0.3997
18,3,1989,0.2564,0.022,0.0331,0.1246,0.108,-0.0025,-0.0716,,,0.4363,0.0588,-0.0444,0.2056,0.1711,0.0491,0.4882
18,4,1990,-0.0864,-0.3207,0.0131,0.0012,0.0016,-0.0641,-0.0869,,,0.4129,-0.2762,-0.0576,-0.1557,0.2155,0.0075,0.4587
18,5,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.415,0.0916,-0.0297,0.6009,0.2837,0.0215,0.4529
18,6,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.3704,-0.1433,-0.0282,0.0579,0.2929,0.013,0.4005
18,7,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.3288,0.2938,-0.0268,0.0762,0.2864,0.0076,0.3531
18,8,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.2921,0.0525,-0.026,-0.0114,0.2715,0.0032,0.3122
18,9,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.2619,0.0879,-0.0248,0.3901,0.2543,0.0007,0.2788
18,10,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.2258,0.0294,-0.0321,0.3796,0.2261,-0.0099,0.2402
19,1,1988,0.1161,0.124,0.0215,0.0364,0.0954,0.0268,-0.1885,,,0.1785,0.2315,0.3449,0.0873,0.015,0.3183,0.1917
19,2,1989,0.2564,0.022,0.0331,0.1246,0.108,-0.0025,-0.0716,,,0.3556,0.0588,0.5763,0.2056,0.0897,0.1085,0.3967
19,3,1990,-0.0864,-0.3207,0.0131,0.0012,0.0016,-0.0641,-0.0869,,,0.4165,-0.2762,-0.157,-0.1557,0.155,0.0347,0.4677
19,4,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.4547,0.0916,0.5516,0.6009,0.2515,0.0374,0.5018
19,5,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.4172,-0.1433,0.0826,0.0579,0.2857,0.0231,0.4552
19,6,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.3724,0.2938,0.7016,0.0762,0.2948,0.0145,0.4025
19,7,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.3298,0.0525,-0.0973,-0.0114,0.2874,0.0084,0.3541
19,8,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.2937,0.0879,-0.0756,0.3901,0.2731,0.0045,0.3138
19,9,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.2524,0.0294,0.0262,0.3796,0.2449,-0.0069,0.2692
19,10,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.2453,0.0035,-0.1307,0.1861,0.2456,0.0059,0.26
20,1,1989,0.2564,0.022,0.0331,0.1246,0.108,-0.0025,-0.0716,,,0.1759,0.0588,0.5763,0.2056,0.0128,0.3154,0.1891
20,2,1990,-0.0864,-0.3207,0.0131,0.0012,0.0016,-0.0641,-0.0869,,,0.3369,-0.2762,-0.157,-0.1557,0.0747,0.0932,0.3774
20,3,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.4585,0.0916,0.5516,0.6009,0.1892,0.0653,0.5112
20,4,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.4569,-0.1433,0.0826,0.0579,0.2534,0.039,0.5042
20,5,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.4193,0.2938,0.7016,0.0762,0.2876,0.0246,0.4573
20,6,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.3734,0.0525,-0.0973,-0.0114,0.2958,0.0153,0.4036
20,7,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.3315,0.0879,-0.0756,0.3901,0.2891,0.0097,0.3559
20,8,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.284,0.0294,0.0262,0.3796,0.2635,-0.0031,0.3039
20,9,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.2724,0.0035,-0.1307,0.1861,0.2647,0.0089,0.2894
20,10,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.2464,0.1842,-0.2652,0.8236,0.2467,0.0068,0.2611
21,1,1990,-0.0864,-0.3207,0.0131,0.0012,0.0016,-0.0641,-0.0869,,,0.1597,-0.2762,-0.157,-0.1557,-0.0011,0.2973,0.1727
21,2,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.3765,0.0916,0.5516,0.6009,0.1065,0.1256,0.4182
21,3,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.4607,-0.1433,0.0826,0.0579,0.1911,0.067,0.5135
21,4,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.4591,0.2938,0.7016,0.0762,0.2553,0.0405,0.5064
21,5,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.4204,0.0525,-0.0973,-0.0114,0.2886,0.0254,0.4585
21,6,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.3752,0.0879,-0.0756,0.3901,0.2974,0.0166,0.4054
21,7,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.3214,0.0294,0.0262,0.3796,0.2793,0.002,0.3456
21,8,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.3044,0.0035,-0.1307,0.1861,0.2836,0.0128,0.3247
21,9,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.2735,0.1842,-0.2652,0.8236,0.2658,0.0098,0.2905
21,10,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.2334,0.2398,0.6207,0.9668,0.2337,-0.0037,0.248
22,1,1991,0.2636,0.4193,0.0225,0.1159,0.154,-0.0313,-0.1127,,,0.1941,0.0916,0.5516,0.6009,0.0284,0.3357,0.2075
22,2,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.3786,-0.1433,0.0826,0.0579,0.1083,0.1273,0.4204
22,3,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.4629,0.2938,0.7016,0.0762,0.1928,0.0685,0.5157
22,4,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.4602,0.0525,-0.0973,-0.0114,0.2563,0.0413,0.5075
22,5,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.4222,0.0879,-0.0756,0.3901,0.2902,0.0267,0.4603
22,6,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.3648,0.0294,0.0262,0.3796,0.2877,0.0089,0.3948
22,7,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.3425,0.0035,-0.1307,0.1861,0.2997,0.018,0.3671
22,8,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.3056,0.1842,-0.2652,0.8236,0.2847,0.0137,0.3259
22,9,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.2602,0.2398,0.6207,0.9668,0.2526,-0.0007,0.2771
22,10,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.225,-0.1678,-0.3289,-0.3891,0.2253,-0.0105,0.2394
23,1,1992,0.0446,0.2197,0.0052,0.0628,0.0817,-0.0202,-0.0839,,,0.1959,-0.1433,0.0826,0.0579,0.03,0.3378,0.2093
23,2,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.3806,0.2938,0.7016,0.0762,0.1099,0.129,0.4225
23,3,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.464,0.0525,-0.0973,-0.0114,0.1937,0.0693,0.5169
23,4,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.4621,0.0879,-0.0756,0.3901,0.2579,0.0426,0.5095
23,5,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.4114,0.0294,0.0262,0.3796,0.2805,0.019,0.4493
23,6,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.3865,0.0035,-0.1307,0.1861,0.3082,0.025,0.417
23,7,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.3437,0.1842,-0.2652,0.8236,0.3009,0.0189,0.3683
23,8,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.292,0.2398,0.6207,0.9668,0.2713,0.0031,0.312
23,9,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.2516,-0.1678,-0.3289,-0.3891,0.244,-0.0075,0.2683
23,10,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.2472,-0.2241,-0.0386,-0.3368,0.2475,0.0074,0.2618
24,1,1993,0.0703,0.2236,0.0024,0.1115,0.1238,-0.0057,0.1453,,,0.1977,0.2938,0.7016,0.0762,0.0315,0.3398,0.2111
24,2,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.3817,0.0525,-0.0973,-0.0114,0.1107,0.1298,0.4236
24,3,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.4659,0.0879,-0.0756,0.3901,0.1952,0.0707,0.5188
24,4,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.451,0.0294,0.0262,0.3796,0.2484,0.0347,0.4981
24,5,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.4339,0.0035,-0.1307,0.1861,0.3009,0.0352,0.4724
24,6,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.3878,0.1842,-0.2652,0.8236,0.3093,0.0259,0.4183
24,7,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.3297,0.2398,0.6207,0.9668,0.2873,0.0083,0.354
24,8,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.2831,-0.1678,-0.3289,-0.3891,0.2626,-0.0038,0.303
24,9,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.2742,-0.2241,-0.0386,-0.3368,0.2666,0.0104,0.2913
24,10,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.2371,-0.1762,-0.0819,-0.3903,0.2374,-0.0008,0.2516
25,1,1994,-0.0131,-0.0748,0.0154,-0.1043,-0.0355,-0.0015,-0.0471,,,0.1986,0.0525,-0.0973,-0.0114,0.0323,0.3408,0.212
25,2,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.3835,0.0879,-0.0756,0.3901,0.1122,0.1313,0.4254
25,3,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.4548,0.0294,0.0262,0.3796,0.1862,0.0626,0.5074
25,4,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.4741,0.0035,-0.1307,0.1861,0.2682,0.0512,0.5219
25,5,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.4352,0.1842,-0.2652,0.8236,0.302,0.0361,0.4737
25,6,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.3733,0.2398,0.6207,0.9668,0.2957,0.0152,0.4035
25,7,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.3205,-0.1678,-0.3289,-0.3891,0.2785,0.0014,0.3447
25,8,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.3064,-0.2241,-0.0386,-0.3368,0.2855,0.0143,0.3266
25,9,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.2639,-0.1762,-0.0819,-0.3903,0.2563,0.0022,0.2808
25,10,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.2431,0.366,0.534,0.4637,0.2434,0.0041,0.2578
26,1,1995,0.338,0.2899,0.0288,0.2042,0.1829,-0.0073,-0.0152,,,0.2001,0.0879,-0.0756,0.3901,0.0336,0.3425,0.2136
26,2,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.373,0.0294,0.0262,0.3796,0.1038,0.1227,0.4146
26,3,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.478,0.0035,-0.1307,0.1861,0.2051,0.0795,0.5314
26,4,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.4754,0.1842,-0.2652,0.8236,0.2694,0.0522,0.5233
26,5,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.4202,0.2398,0.6207,0.9668,0.2885,0.0253,0.4583
26,6,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.3639,-0.1678,-0.3289,-0.3891,0.2868,0.0082,0.3938
26,7,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.3445,-0.2241,-0.0386,-0.3368,0.3016,0.0195,0.3691
26,8,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.2958,-0.1762,-0.0819,-0.3903,0.2751,0.0061,0.3159
26,9,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.2701,0.366,0.534,0.4637,0.2625,0.0072,0.2871
26,10,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.2265,0.1689,0.2197,0.0695,0.2268,-0.0093,0.2409
27,1,1996,0.1874,0.1095,0.0164,-0.0183,0.001,-0.0086,-0.0766,,,0.1911,0.0294,0.0262,0.3796,0.0258,0.3324,0.2044
27,2,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.3949,0.0035,-0.1307,0.1861,0.1213,0.1406,0.4372
27,3,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.4793,0.1842,-0.2652,0.8236,0.2062,0.0805,0.5327
27,4,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.4601,0.2398,0.6207,0.9668,0.2561,0.0412,0.5074
27,5,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.4105,-0.1678,-0.3289,-0.3891,0.2796,0.0183,0.4483
27,6,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.3886,-0.2241,-0.0386,-0.3368,0.3101,0.0265,0.4191
27,7,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.3336,-0.1762,-0.0819,-0.3903,0.2911,0.0112,0.358
27,8,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.3021,0.366,0.534,0.4637,0.2813,0.011,0.3223
27,9,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.2531,0.1689,0.2197,0.0695,0.2456,-0.0063,0.2699
27,10,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.2246,0.1025,0.3009,-0.0187,0.2249,-0.0108,0.239
28,1,1997,0.3088,0.2013,0.033,0.081,0.1087,0.0228,-0.2272,,,0.21,0.0035,-0.1307,0.1861,0.0422,0.3536,0.2236
28,2,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.3961,0.1842,-0.2652,0.8236,0.1223,0.1416,0.4384
28,3,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.4639,0.2398,0.6207,0.9668,0.1936,0.0692,0.5168
28,4,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.45,-0.1678,-0.3289,-0.3891,0.2475,0.034,0.4971
28,5,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.436,-0.2241,-0.0386,-0.3368,0.3028,0.0367,0.4745
28,6,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.3773,-0.1762,-0.0819,-0.3903,0.2995,0.0182,0.4076
28,7,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.3401,0.366,0.534,0.4637,0.2974,0.0162,0.3646
28,8,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.2847,0.1689,0.2197,0.0695,0.2642,-0.0025,0.3047
28,9,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.2512,0.1025,0.3009,-0.0187,0.2437,-0.0078,0.2679
28,10,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.2351,0.2372,0.2927,0.0414,0.2354,-0.0023,0.2497
29,1,1998,0.2631,-0.1483,0.0312,0.131,0.0592,0.0475,-0.024,,,0.2111,0.1842,-0.2652,0.8236,0.0431,0.3548,0.2247
29,2,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.3816,0.2398,0.6207,0.9668,0.1106,0.1297,0.4235
29,3,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.4538,-0.1678,-0.3289,-0.3891,0.1854,0.0619,0.5063
29,4,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.4763,-0.2241,-0.0386,-0.3368,0.2701,0.0528,0.5242
29,5,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.4244,-0.1762,-0.0819,-0.3903,0.2922,0.0283,0.4626
29,6,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.3841,0.366,0.534,0.4637,0.3059,0.0232,0.4145
29,7,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.3222,0.1689,0.2197,0.0695,0.2801,0.0026,0.3464
29,8,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.2827,0.1025,0.3009,-0.0187,0.2622,-0.0041,0.3026
29,9,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.2619,0.2372,0.2927,0.0414,0.2543,0.0007,0.2788
29,10,2007,0.0135,-0.1271,0.0027,0.0589,0.0073,-0.0911,0.2675,,,0.2169,0.0725,0.3434,0.1402,0.2171,-0.0171,0.2312
30,1,1999,0.1773,0.3463,0.0191,-0.1064,-0.0172,0.0487,-0.0178,,,0.1985,0.2398,0.6207,0.9668,0.0322,0.3407,0.2119
30,2,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.3721,-0.1678,-0.3289,-0.3891,0.103,0.122,0.4137
30,3,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.4802,-0.2241,-0.0386,-0.3368,0.2069,0.0811,0.5336
30,4,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.4643,-0.1762,-0.0819,-0.3903,0.2598,0.0442,0.5118
30,5,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.4314,0.366,0.534,0.4637,0.2986,0.0334,0.4698
30,6,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.3656,0.1689,0.2197,0.0695,0.2884,0.0095,0.3956
30,7,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.3202,0.1025,0.3009,-0.0187,0.2781,0.0011,0.3443
30,8,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.2937,0.2372,0.2927,0.0414,0.2731,0.0045,0.3138
30,9,2007,0.0135,-0.1271,0.0027,0.0589,0.0073,-0.0911,0.2675,,,0.2433,0.0725,0.3434,0.1402,0.2358,-0.0141,0.2599
30,10,2008,-0.3661,-0.4489,0.0128,0.1999,-0.0363,-0.1208,0.0423,,,0.2654,-0.4311,-0.5322,-0.4194,0.2657,0.0221,0.2802
31,1,2000,-0.1201,-0.1226,0.0235,0.1283,0.058,0.0571,-0.0854,,,0.1903,-0.1678,-0.3289,-0.3891,0.0251,0.3315,0.2036
31,2,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.3969,-0.2241,-0.0386,-0.3368,0.123,0.1423,0.4393
31,3,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.4682,-0.1762,-0.0819,-0.3903,0.1971,0.0724,0.5212
31,4,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.4715,0.366,0.534,0.4637,0.266,0.0494,0.5192
31,5,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.4123,0.1689,0.2197,0.0695,0.2812,0.0196,0.4501
31,6,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.3635,0.1025,0.3009,-0.0187,0.2864,0.0079,0.3934
31,7,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.3315,0.2372,0.2927,0.0414,0.2891,0.0097,0.3559
31,8,2007,0.0135,-0.1271,0.0027,0.0589,0.0073,-0.0911,0.2675,,,0.2746,0.0725,0.3434,0.1402,0.2542,-0.0104,0.2944
31,9,2008,-0.3661,-0.4489,0.0128,0.1999,-0.0363,-0.1208,0.0423,,,0.2928,-0.4311,-0.5322,-0.4194,0.285,0.0252,0.3101
31,10,2009,0.2261,0.4357,-0.025,-0.1347,0.1703,-0.064,0.2173,,,0.233,0.2895,0.7428,0.4947,0.2333,-0.0041,0.2475
32,1,2001,-0.132,0.3012,0.0182,0.0396,0.0688,0.0505,-0.0079,,,0.2118,-0.2241,-0.0386,-0.3368,0.0437,0.3556,0.2254
32,2,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.3856,-0.1762,-0.0819,-0.3903,0.1139,0.133,0.4276
32,3,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.4754,0.366,0.534,0.4637,0.203,0.0776,0.5287
32,4,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.4519,0.1689,0.2197,0.0695,0.2491,0.0353,0.4989
32,5,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.4101,0.1025,0.3009,-0.0187,0.2792,0.018,0.4479
32,6,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.3752,0.2372,0.2927,0.0414,0.2974,0.0166,0.4054
32,7,2007,0.0135,-0.1271,0.0027,0.0589,0.0073,-0.0911,0.2675,,,0.3118,0.0725,0.3434,0.1402,0.27,-0.0053,0.3358
32,8,2008,-0.3661,-0.4489,0.0128,0.1999,-0.0363,-0.1208,0.0423,,,0.3254,-0.4311,-0.5322,-0.4194,0.3042,0.0291,0.346
32,9,2009,0.2261,0.4357,-0.025,-0.1347,0.1703,-0.064,0.2173,,,0.2597,0.2895,0.7428,0.4947,0.2521,-0.0011,0.2766
32,10,2010,0.1312,0.2634,-0.0134,0.0686,0.0779,-0.0554,0.2733,,,0.2478,0.0661,0.1744,0.1746,0.2481,0.0079,0.2625
33,1,2002,-0.2378,-0.0582,-0.0075,0.1244,0.0953,0.0701,0.2265,,,0.202,-0.1762,-0.0819,-0.3903,0.0353,0.3446,0.2155
33,2,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.3924,0.366,0.534,0.4637,0.1194,0.1386,0.4346
33,3,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.4556,0.1689,0.2197,0.0695,0.1869,0.0632,0.5082
33,4,2005,0.0136,0.0049,-0.0026,-0.0053,0.0182,0.0976,0.1388,,,0.4496,0.1025,0.3009,-0.0187,0.2471,0.0337,0.4966
33,5,2006,0.1275,0.1554,0.0214,-0.0057,0.0259,-0.0079,0.2015,,,0.4222,0.2372,0.2927,0.0414,0.2902,0.0267,0.4603
33,6,2007,0.0135,-0.1271,0.0027,0.0589,0.0073,-0.0911,0.2675,,,0.3548,0.0725,0.3434,0.1402,0.2782,0.0015,0.3846
33,7,2008,-0.3661,-0.4489,0.0128,0.1999,-0.0363,-0.1208,0.0423,,,0.3641,-0.4311,-0.5322,-0.4194,0.3206,0.0344,0.389
33,8,2009,0.2261,0.4357,-0.025,-0.1347,0.1703,-0.064,0.2173,,,0.2915,0.2895,0.7428,0.4947,0.2708,0.0027,0.3115
33,9,2010,0.1312,0.2634,-0.0134,0.0686,0.0779,-0.0554,0.2733,,,0.2749,0.0661,0.1744,0.1746,0.2672,0.0109,0.2919
33,10,2011,-0.0084,-0.1662,-0.0283,0.127,0.0903,-0.0665,0.088,,,0.2301,-0.1427,-0.2052,-0.0025,0.2304,-0.0064,0.2446
34,1,2003,0.2599,0.8837,-0.0085,-0.0147,0.1025,0.0778,0.1768,,,0.2079,0.366,0.534,0.4637,0.0403,0.3512,0.2214
34,2,2004,0.0724,0.1378,-0.0183,0.0119,0.0687,0.1005,0.0135,,,0.3738,0.1689,0.2197,0.0695,0.1044,0.1234,0.4155
