Series,Year,calendar year,S&P 500 (includes dividends),US Small cap (bottom decile),3-month T.Bill,US T. Bond (10-year),Baa Corporate Bond,Real Estate,Gold*,inflation,SP500 Dividend Yield,Bitcoin*,International Stocks,Emerging Markets,NASDAQ 100,Ethereum,XRP,SOL
16,6,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.4101,-0.232,0.0,0.0,0.3304,0.0424,0.4411
16,7,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.3653,0.125,0.0,0.0,0.3218,0.0353,0.3903
16,8,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.3266,-0.1185,0.0,0.0,0.3054,0.03,0.3472
16,9,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.294,0.3294,0.0,0.0,0.2862,0.0261,0.3113
16,10,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.2665,0.0806,0.0,0.0,0.2668,0.023,0.2814
17,1,1986,0.1849,0.0216,0.0597,0.2428,0.2135,0.0961,0.1896,0.011,0.0338,0.2306,0.6994,0.0,0.0689,0.0599,0.3766,0.2444
17,2,1987,0.0581,-0.1403,0.0578,-0.0496,0.0281,0.0785,0.2453,0.0443,0.0371,0.4186,0.2493,0.0,0.105,0.1404,0.16,0.4616
17,3,1988,0.1654,0.1737,0.0667,0.0822,0.1438,0.0722,-0.1526,0.0442,0.0368,0.5031,0.2859,0.0,0.1354,0.2256,0.0979,0.5574
17,4,1989,0.3148,0.0695,0.0811,0.1769,0.1595,0.0439,-0.0284,0.0465,0.0332,0.4992,0.108,0.0,0.2617,0.2898,0.0691,0.5478
17,5,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.4583,-0.232,0.0,-0.1041,0.323,0.0528,0.4974
17,6,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.4101,0.125,0.0,0.6499,0.3304,0.0424,0.4411
17,7,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.3653,-0.1185,0.0,0.0886,0.3218,0.0353,0.3903
17,8,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.3266,0.3294,0.0,0.1058,0.3054,0.03,0.3472
17,9,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.294,0.0806,0.0,0.015,0.2862,0.0261,0.3113
17,10,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.2665,0.1155,0.0,0.4254,0.2668,0.023,0.2814
18,1,1987,0.0581,-0.1403,0.0578,-0.0496,0.0281,0.0785,0.2453,0.0443,0.0371,0.2306,0.2493,0.0,0.105,0.0599,0.3766,0.2444
18,2,1988,0.1654,0.1737,0.0667,0.0822,0.1438,0.0722,-0.1526,0.0442,0.0368,0.4186,0.2859,0.0,0.1354,0.1404,0.16,0.4616
18,3,1989,0.3148,0.0695,0.0811,0.1769,0.1595,0.0439,-0.0284,0.0465,0.0332,0.5031,0.108,0.0,0.2617,0.2256,0.0979,0.5574
18,4,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.4992,-0.232,0.0,-0.1041,0.2898,0.0691,0.5478
18,5,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.4583,0.125,0.0,0.6499,0.323,0.0528,0.4974
18,6,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.4101,-0.1185,0.0,0.0886,0.3304,0.0424,0.4411
18,7,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.3653,0.3294,0.0,0.1058,0.3218,0.0353,0.3903
18,8,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.3266,0.0806,0.0,0.015,0.3054,0.03,0.3472
18,9,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.294,0.1155,0.0,0.4254,0.2862,0.0261,0.3113
18,10,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.2665,0.0636,0.0,0.4254,0.2668,0.023,0.2814
19,1,1988,0.1654,0.1737,0.0667,0.0822,0.1438,0.0722,-0.1526,0.0442,0.0368,0.2306,0.2859,0.4043,0.1354,0.0599,0.3766,0.2444
19,2,1989,0.3148,0.0695,0.0811,0.1769,0.1595,0.0439,-0.0284,0.0465,0.0332,0.4186,0.108,0.6496,0.2617,0.1404,0.16,0.4616
19,3,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.5031,-0.232,-0.1055,-0.1041,0.2256,0.0979,0.5574
19,4,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.4992,0.125,0.5991,0.6499,0.2898,0.0691,0.5478
19,5,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.4583,-0.1185,0.114,0.0886,0.323,0.0528,0.4974
19,6,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.4101,0.3294,0.7484,0.1058,0.3304,0.0424,0.4411
19,7,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.3653,0.0806,-0.0732,0.015,0.3218,0.0353,0.3903
19,8,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.3266,0.1155,-0.0521,0.4254,0.3054,0.03,0.3472
19,9,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.294,0.0636,0.0603,0.4254,0.2862,0.0261,0.3113
19,10,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.2665,0.0206,-0.1159,0.2063,0.2668,0.023,0.2814
20,1,1989,0.3148,0.0695,0.0811,0.1769,0.1595,0.0439,-0.0284,0.0465,0.0332,0.2306,0.108,0.6496,0.2617,0.0599,0.3766,0.2444
20,2,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.4186,-0.232,-0.1055,-0.1041,0.1404,0.16,0.4616
20,3,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.5031,0.125,0.5991,0.6499,0.2256,0.0979,0.5574
20,4,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.4992,-0.1185,0.114,0.0886,0.2898,0.0691,0.5478
20,5,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.4583,0.3294,0.7484,0.1058,0.323,0.0528,0.4974
20,6,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.4101,0.0806,-0.0732,0.015,0.3304,0.0424,0.4411
20,7,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.3653,0.1155,-0.0521,0.4254,0.3218,0.0353,0.3903
20,8,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.3266,0.0636,0.0603,0.4254,0.3054,0.03,0.3472
20,9,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.294,0.0206,-0.1159,0.2063,0.2862,0.0261,0.3113
20,10,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.2665,0.2033,-0.2534,0.853,0.2668,0.023,0.2814
21,1,1990,-0.0306,-0.2792,0.075,0.0624,0.0628,-0.0069,-0.0311,0.0611,0.0374,0.2306,-0.232,-0.1055,-0.1041,0.0599,0.3766,0.2444
21,2,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.4186,0.125,0.5991,0.6499,0.1404,0.16,0.4616
21,3,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.5031,-0.1185,0.114,0.0886,0.2256,0.0979,0.5574
21,4,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.4992,0.3294,0.7484,0.1058,0.2898,0.0691,0.5478
21,5,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.4583,0.0806,-0.0732,0.015,0.323,0.0528,0.4974
21,6,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.4101,0.1155,-0.0521,0.4254,0.3304,0.0424,0.4411
21,7,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.3653,0.0636,0.0603,0.4254,0.3218,0.0353,0.3903
21,8,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.3266,0.0206,-0.1159,0.2063,0.3054,0.03,0.3472
21,9,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.294,0.2033,-0.2534,0.853,0.2862,0.0261,0.3113
21,10,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.2665,0.273,0.6641,1.0195,0.2668,0.023,0.2814
22,1,1991,0.3023,0.4627,0.0538,0.15,0.1893,-0.0017,-0.0856,0.0306,0.0311,0.2306,0.125,0.5991,0.6499,0.0599,0.3766,0.2444
22,2,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.4186,-0.1185,0.114,0.0886,0.1404,0.16,0.4616
22,3,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.5031,0.3294,0.7484,0.1058,0.2256,0.0979,0.5574
22,4,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.4992,0.0806,-0.0732,0.015,0.2898,0.0691,0.5478
22,5,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.4583,0.1155,-0.0521,0.4254,0.323,0.0528,0.4974
22,6,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.4101,0.0636,0.0603,0.4254,0.3304,0.0424,0.4411
22,7,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.3653,0.0206,-0.1159,0.2063,0.3218,0.0353,0.3903
22,8,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.3266,0.2033,-0.2534,0.853,0.3054,0.03,0.3472
22,9,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.294,0.273,0.6641,1.0195,0.2862,0.0261,0.3113
22,10,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.2665,-0.1396,-0.3061,-0.3684,0.2668,0.023,0.2814
23,1,1992,0.0749,0.2551,0.0343,0.0936,0.1131,0.0082,-0.0573,0.029,0.029,0.2306,-0.1185,0.114,0.0886,0.0599,0.3766,0.2444
23,2,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.4186,0.3294,0.7484,0.1058,0.1404,0.16,0.4616
23,3,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.5031,0.0806,-0.0732,0.015,0.2256,0.0979,0.5574
23,4,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.4992,0.1155,-0.0521,0.4254,0.2898,0.0691,0.5478
23,5,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.4583,0.0636,0.0603,0.4254,0.323,0.0528,0.4974
23,6,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.4101,0.0206,-0.1159,0.2063,0.3304,0.0424,0.4411
23,7,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.3653,0.2033,-0.2534,0.853,0.3218,0.0353,0.3903
23,8,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.3266,0.273,0.6641,1.0195,0.3054,0.03,0.3472
23,9,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.294,-0.1396,-0.3061,-0.3684,0.2862,0.0261,0.3113
23,10,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.2665,-0.2121,-0.0237,-0.3265,0.2668,0.023,0.2814
24,1,1993,0.0997,0.2573,0.03,0.1421,0.1547,0.0216,0.1768,0.0275,0.0272,0.2306,0.3294,0.7484,0.1058,0.0599,0.3766,0.2444
24,2,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.4186,0.0806,-0.0732,0.015,0.1404,0.16,0.4616
24,3,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.5031,0.1155,-0.0521,0.4254,0.2256,0.0979,0.5574
24,4,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.4992,0.0636,0.0603,0.4254,0.2898,0.0691,0.5478
24,5,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.4583,0.0206,-0.1159,0.2063,0.323,0.0528,0.4974
24,6,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.4101,0.2033,-0.2534,0.853,0.3304,0.0424,0.4411
24,7,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.3653,0.273,0.6641,1.0195,0.3218,0.0353,0.3903
24,8,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.3266,-0.1396,-0.3061,-0.3684,0.3054,0.03,0.3472
24,9,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.294,-0.2121,-0.0237,-0.3265,0.2862,0.0261,0.3113
24,10,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.2665,-0.1566,-0.06,-0.3758,0.2668,0.023,0.2814
25,1,1994,0.0133,-0.0501,0.0425,-0.0804,-0.0097,0.0252,-0.0217,0.0267,0.0291,0.2306,0.0806,-0.0732,0.015,0.0599,0.3766,0.2444
25,2,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.4186,0.1155,-0.0521,0.4254,0.1404,0.16,0.4616
25,3,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.5031,0.0636,0.0603,0.4254,0.2256,0.0979,0.5574
25,4,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.4992,0.0206,-0.1159,0.2063,0.2898,0.0691,0.5478
25,5,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.4583,0.2033,-0.2534,0.853,0.323,0.0528,0.4974
25,6,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.4101,0.273,0.6641,1.0195,0.3304,0.0424,0.4411
25,7,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.3653,-0.1396,-0.3061,-0.3684,0.3218,0.0353,0.3903
25,8,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.3266,-0.2121,-0.0237,-0.3265,0.3054,0.03,0.3472
25,9,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.294,-0.1566,-0.06,-0.3758,0.2862,0.0261,0.3113
25,10,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.2665,0.3917,0.5628,0.4912,0.2668,0.023,0.2814
26,1,1995,0.372,0.3227,0.0549,0.2348,0.2129,0.0179,0.0098,0.0254,0.023,0.2306,0.1155,-0.0521,0.4254,0.0599,0.3766,0.2444
26,2,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.4186,0.0636,0.0603,0.4254,0.1404,0.16,0.4616
26,3,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.5031,0.0206,-0.1159,0.2063,0.2256,0.0979,0.5574
26,4,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.4992,0.2033,-0.2534,0.853,0.2898,0.0691,0.5478
26,5,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.4583,0.273,0.6641,1.0195,0.323,0.0528,0.4974
26,6,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.4101,-0.1396,-0.3061,-0.3684,0.3304,0.0424,0.4411
26,7,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.3653,-0.2121,-0.0237,-0.3265,0.3218,0.0353,0.3903
26,8,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.3266,-0.1566,-0.06,-0.3758,0.3054,0.03,0.3472
26,9,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.294,0.3917,0.5628,0.4912,0.2862,0.0261,0.3113
26,10,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.2665,0.207,0.2595,0.1044,0.2668,0.023,0.2814
27,1,1996,0.2268,0.1463,0.0501,0.0143,0.0342,0.0243,-0.0459,0.0332,0.0201,0.2306,0.0636,0.0603,0.4254,0.0599,0.3766,0.2444
27,2,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.4186,0.0206,-0.1159,0.2063,0.1404,0.16,0.4616
27,3,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.5031,0.2033,-0.2534,0.853,0.2256,0.0979,0.5574
27,4,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.4992,0.273,0.6641,1.0195,0.2898,0.0691,0.5478
27,5,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.4583,-0.1396,-0.3061,-0.3684,0.323,0.0528,0.4974
27,6,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.4101,-0.2121,-0.0237,-0.3265,0.3304,0.0424,0.4411
27,7,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.3653,-0.1566,-0.06,-0.3758,0.3218,0.0353,0.3903
27,8,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.3266,0.3917,0.5628,0.4912,0.3054,0.03,0.3472
27,9,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.294,0.207,0.2595,0.1044,0.2862,0.0261,0.3113
27,10,2005,0.0483,0.0393,0.0315,0.0287,0.053,0.1351,0.1777,0.0342,0.0179,0.2665,0.1402,0.3454,0.0149,0.2668,0.023,0.2814
28,1,1997,0.331,0.2217,0.0506,0.0994,0.1275,0.0402,-0.2141,0.017,0.016,0.2306,0.0206,-0.1159,0.2063,0.0599,0.3766,0.2444
28,2,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.4186,0.2033,-0.2534,0.853,0.1404,0.16,0.4616
28,3,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.5031,0.273,0.6641,1.0195,0.2256,0.0979,0.5574
28,4,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.4992,-0.1396,-0.3061,-0.3684,0.2898,0.0691,0.5478
28,5,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.4583,-0.2121,-0.0237,-0.3265,0.323,0.0528,0.4974
28,6,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.4101,-0.1566,-0.06,-0.3758,0.3304,0.0424,0.4411
28,7,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.3653,0.3917,0.5628,0.4912,0.3218,0.0353,0.3903
28,8,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.3266,0.207,0.2595,0.1044,0.3054,0.03,0.3472
28,9,2005,0.0483,0.0393,0.0315,0.0287,0.053,0.1351,0.1777,0.0342,0.0179,0.294,0.1402,0.3454,0.0149,0.2862,0.0261,0.3113
28,10,2006,0.1561,0.1847,0.0473,0.0196,0.052,0.0173,0.232,0.0254,0.0177,0.2665,0.2686,0.3255,0.0679,0.2668,0.023,0.2814
29,1,1998,0.2834,-0.1346,0.0478,0.1492,0.0763,0.0644,-0.0083,0.0161,0.0132,0.2306,0.2033,-0.2534,0.853,0.0599,0.3766,0.2444
29,2,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.4186,0.273,0.6641,1.0195,0.1404,0.16,0.4616
29,3,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.5031,-0.1396,-0.3061,-0.3684,0.2256,0.0979,0.5574
29,4,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.4992,-0.2121,-0.0237,-0.3265,0.2898,0.0691,0.5478
29,5,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.4583,-0.1566,-0.06,-0.3758,0.323,0.0528,0.4974
29,6,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.4101,0.3917,0.5628,0.4912,0.3304,0.0424,0.4411
29,7,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.3653,0.207,0.2595,0.1044,0.3218,0.0353,0.3903
29,8,2005,0.0483,0.0393,0.0315,0.0287,0.053,0.1351,0.1777,0.0342,0.0179,0.3266,0.1402,0.3454,0.0149,0.3054,0.03,0.3472
29,9,2006,0.1561,0.1847,0.0473,0.0196,0.052,0.0173,0.232,0.0254,0.0177,0.294,0.2686,0.3255,0.0679,0.2862,0.0261,0.3113
29,10,2007,0.0548,-0.0915,0.0436,0.1021,0.0484,-0.054,0.3192,0.0408,0.0192,0.2665,0.1163,0.3982,0.1867,0.2668,0.023,0.2814
30,1,1999,0.2089,0.3824,0.0464,-0.0825,0.0091,0.0768,0.0085,0.0268,0.0114,0.2306,0.273,0.6641,1.0195,0.0599,0.3766,0.2444
30,2,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.4186,-0.1396,-0.3061,-0.3684,0.1404,0.16,0.4616
30,3,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.5031,-0.2121,-0.0237,-0.3265,0.2256,0.0979,0.5574
30,4,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.4992,-0.1566,-0.06,-0.3758,0.2898,0.0691,0.5478
30,5,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.4583,0.3917,0.5628,0.4912,0.323,0.0528,0.4974
30,6,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.4101,0.207,0.2595,0.1044,0.3304,0.0424,0.4411
30,7,2005,0.0483,0.0393,0.0315,0.0287,0.053,0.1351,0.1777,0.0342,0.0179,0.3653,0.1402,0.3454,0.0149,0.3218,0.0353,0.3903
30,8,2006,0.1561,0.1847,0.0473,0.0196,0.052,0.0173,0.232,0.0254,0.0177,0.3266,0.2686,0.3255,0.0679,0.3054,0.03,0.3472
30,9,2007,0.0548,-0.0915,0.0436,0.1021,0.0484,-0.054,0.3192,0.0408,0.0192,0.294,0.1163,0.3982,0.1867,0.2862,0.0261,0.3113
30,10,2008,-0.3655,-0.4484,0.0137,0.201,-0.0354,-0.12,0.0432,0.0009,0.0315,0.2665,-0.4306,-0.5318,-0.4189,0.2668,0.023,0.2814
31,1,2000,-0.0903,-0.0929,0.0582,0.1666,0.0939,0.0929,-0.0544,0.0339,0.0123,0.2306,-0.1396,-0.3061,-0.3684,0.0599,0.3766,0.2444
31,2,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.4186,-0.2121,-0.0237,-0.3265,0.1404,0.16,0.4616
31,3,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.5031,-0.1566,-0.06,-0.3758,0.2256,0.0979,0.5574
31,4,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.4992,0.3917,0.5628,0.4912,0.2898,0.0691,0.5478
31,5,2004,0.1074,0.1749,0.0137,0.0449,0.1035,0.1364,0.0465,0.0326,0.0157,0.4583,0.207,0.2595,0.1044,0.323,0.0528,0.4974
31,6,2005,0.0483,0.0393,0.0315,0.0287,0.053,0.1351,0.1777,0.0342,0.0179,0.4101,0.1402,0.3454,0.0149,0.3304,0.0424,0.4411
31,7,2006,0.1561,0.1847,0.0473,0.0196,0.052,0.0173,0.232,0.0254,0.0177,0.3653,0.2686,0.3255,0.0679,0.3218,0.0353,0.3903
31,8,2007,0.0548,-0.0915,0.0436,0.1021,0.0484,-0.054,0.3192,0.0408,0.0192,0.3266,0.1163,0.3982,0.1867,0.3054,0.03,0.3472
31,9,2008,-0.3655,-0.4484,0.0137,0.201,-0.0354,-0.12,0.0432,0.0009,0.0315,0.294,-0.4306,-0.5318,-0.4189,0.2862,0.0261,0.3113
31,10,2009,0.2594,0.4748,0.0015,-0.1112,0.2021,-0.0385,0.2504,0.0272,0.0197,0.2665,0.3246,0.7902,0.5354,0.2668,0.023,0.2814
32,1,2001,-0.1185,0.3214,0.034,0.0557,0.0854,0.0668,0.0075,0.0155,0.0137,0.2306,-0.2121,-0.0237,-0.3265,0.0599,0.3766,0.2444
32,2,2002,-0.2197,-0.0358,0.0161,0.1512,0.1214,0.0956,0.2557,0.0238,0.0181,0.4186,-0.1566,-0.06,-0.3758,0.1404,0.16,0.4616
32,3,2003,0.2836,0.9191,0.0101,0.0038,0.1232,0.0981,0.1989,0.0188,0.0161,0.5031,0.3917,0.5628,0.4912,0.2256,0.0979,0.5574
