Series,Asset,Mean Return,Std Deviation
42-43,S&P 500 (includes dividends),0.13430000000000003,0.1135131385857115
42-43,US Small cap (bottom decile),0.10768499999999999,0.1971691720191999
42-43,US T. Bond (10-year),0.016694999999999998,0.07059683513854532
42-43,Baa Corporate Bond,0.047349999999999996,0.06505069682866385
42-43,Real Estate,0.044105000000000005,0.03845011087520802
42-43,Gold*,0.01352,0.1449753067903199
42-43,3-month T.Bill,-0.013180000000000002,0.014102728366114871
42-43,Bitcoin*,0.35171,0.10179509811380899
42-43,International Stocks,0.06035,0.133239173550503
42-43,Emerging Markets,0.042225,0.16888055846164113
42-43,NASDAQ 100,0.191655,0.15556597678020395
42-43,Ethereum,0.23121,0.08731659816890186
42-43,XRP,0.070675,0.10446793955437642
42-43,SOL,0.38197500000000006,0.11554694591604883
