Series,Asset,Mean Return,Std Deviation
33-43,S&P 500 (includes dividends),0.09718,0.17536672432362987
33-43,US Small cap (bottom decile),0.12917,0.2923298427245642
33-43,US T. Bond (10-year),0.03493,0.07895059147806838
33-43,Baa Corporate Bond,0.06286499999999999,0.06802602655949914
33-43,Real Estate,0.03543,0.07838939307947486
33-43,Gold*,0.09578,0.14339428014724773
33-43,3-month T.Bill,0.0,0.0
33-43,Bitcoin*,0.360915,0.089391800371646
33-43,International Stocks,0.07485499999999999,0.19247633203782966
33-43,Emerging Markets,0.12612,0.289468188598551
33-43,NASDAQ 100,0.142035,0.25168119406774997
33-43,Ethereum,0.24004499999999993,0.08260027701622975
33-43,XRP,0.078845,0.10751118167060822
33-43,SOL,0.39129500000000006,0.10311805944746306
