Series,Asset,Mean Return,Std Deviation
26-32,S&P 500 (includes dividends),0.055189999999999996,0.2022638269296083
26-32,US Small cap (bottom decile),0.16953,0.32865325368524
26-32,US T. Bond (10-year),0.03992,0.08314434246664366
26-32,Baa Corporate Bond,0.060770000000000005,0.0632517118553449
26-32,Real Estate,0.020405,0.0706777376920283
26-32,Gold*,0.071355,0.15214631972303228
26-32,3-month T.Bill,0.0,0.0
26-32,Bitcoin*,0.33744,0.08735325981324338
26-32,International Stocks,0.044605,0.22488972145429298
26-32,Emerging Markets,0.11878500000000003,0.3449940446091635
26-32,NASDAQ 100,0.112635,0.40844332374336384
26-32,Ethereum,0.21927,0.08934379547273377
26-32,XRP,0.059545,0.09692380336065408
26-32,SOL,0.367255,0.10043745618673922
