Series,Asset,Mean Return,Std Deviation
23-25,S&P 500 (includes dividends),0.134585,0.1882617418578943
23-25,US Small cap (bottom decile),0.181475,0.2539780945278549
23-25,US T. Bond (10-year),0.07524500000000002,0.10305926488650775
23-25,Baa Corporate Bond,0.08857999999999999,0.06465865513765752
23-25,Real Estate,0.052025,0.030577956886757837
23-25,Gold*,-0.0031550000000000094,0.11300320198071706
23-25,3-month T.Bill,0.042975000000000006,0.0130667063864416
23-25,Bitcoin*,0.37723,0.09374020145285081
23-25,International Stocks,0.06279,0.1822271800744739
23-25,Emerging Markets,0.05825999999999998,0.33045737745704734
23-25,NASDAQ 100,0.24045999999999998,0.4630094115219417
23-25,Ethereum,0.25493,0.08687362933413229
23-25,XRP,0.09131999999999998,0.10579784894838487
23-25,SOL,0.40798999999999996,0.10759508353080079
