Series,Asset,Mean Return,Std Deviation
41-42,S&P 500 (includes dividends),0.12221000000000001,0.11630724691183489
41-42,US Small cap (bottom decile),0.08924,0.20276656892516629
41-42,US T. Bond (10-year),0.02691,0.06706942122277405
41-42,Baa Corporate Bond,0.054055000000000006,0.060457253058408315
41-42,Real Estate,0.028015,0.04506780009344985
41-42,Gold*,0.02537499999999999,0.1472141650614398
41-42,3-month T.Bill,-0.0115,0.008027780711871416
41-42,Bitcoin*,0.35386,0.09675487421422513
41-42,International Stocks,0.050890000000000005,0.14075970528378834
41-42,Emerging Markets,0.036460000000000006,0.1757336123976167
41-42,NASDAQ 100,0.16831000000000002,0.14813733990349703
41-42,Ethereum,0.23360499999999998,0.088776392517499
41-42,XRP,0.07242500000000002,0.10189493492395926
41-42,SOL,0.38414000000000004,0.1103326138737342
