Series,Asset,Mean Return,Std Deviation
23-45,S&P 500 (includes dividends),0.13494500000000004,0.16046947725838379
23-45,US Small cap (bottom decile),0.11124999999999999,0.18736508268758703
23-45,US T. Bond (10-year),0.04869,0.09816087708182769
23-45,Baa Corporate Bond,0.06844,0.08199782025344204
23-45,Real Estate,0.05693499999999999,0.039515730045801147
23-45,Gold*,0.02062,0.10975849853200434
23-45,3-month T.Bill,0.028849999999999994,0.020762478809520542
23-45,Bitcoin*,0.37723,0.09374020145285081
23-45,International Stocks,0.059019999999999996,0.15736279771681475
23-45,Emerging Markets,0.060399999999999995,0.27561184185085563
23-45,NASDAQ 100,0.22007999999999997,0.35881640166701295
23-45,Ethereum,0.25493,0.08687362933413229
23-45,XRP,0.09131999999999998,0.10579784894838487
23-45,SOL,0.40798999999999996,0.10759508353080079
