Series,Asset,Mean Return,Std Deviation
30-33,S&P 500 (includes dividends),0.003395,0.19564737203502255
30-33,US Small cap (bottom decile),0.10949500000000001,0.35853224544846146
30-33,US T. Bond (10-year),0.043469999999999995,0.08788965629817042
30-33,Baa Corporate Bond,0.051705,0.06604261363536026
30-33,Real Estate,0.01186,0.08455027405103584
30-33,Gold*,0.131165,0.11617938613694725
30-33,3-month T.Bill,0.0,0.0
30-33,Bitcoin*,0.34424000000000005,0.0917567688597356
30-33,International Stocks,0.03851999999999999,0.24652085339357144
30-33,Emerging Markets,0.157935,0.364531053149833
30-33,NASDAQ 100,0.03582,0.3709812728994622
30-33,Ethereum,0.22524499999999997,0.09006039771643308
30-33,XRP,0.06499999999999999,0.10070799895058771
30-33,SOL,0.37425,0.10489811347458215
