Series,Asset,Mean Return,Std Deviation
19-43,S&P 500 (includes dividends),0.178375,0.12934867962624372
19-43,US Small cap (bottom decile),0.15258000000000002,0.19658782850367282
19-43,US T. Bond (10-year),0.061724999999999995,0.08419164776052063
19-43,Baa Corporate Bond,0.09035000000000001,0.07265266684712957
19-43,Real Estate,0.05018,0.04437437145588952
19-43,Gold*,-0.009800000000000005,0.13109861695846012
19-43,3-month T.Bill,0.02988999999999999,0.02767849060381117
19-43,Bitcoin*,0.37723,0.09374020145285081
19-43,International Stocks,0.08530999999999998,0.14658386103452684
19-43,Emerging Markets,0.14664499999999997,0.2741343609772789
19-43,NASDAQ 100,0.22382999999999997,0.1886414172863146
19-43,Ethereum,0.25493,0.08687362933413229
19-43,XRP,0.09131999999999998,0.10579784894838487
19-43,SOL,0.40798999999999996,0.10759508353080079
