Series,Asset,Mean Return,Std Deviation
27-37,S&P 500 (includes dividends),0.09821500000000001,0.18560361916559823
27-37,US Small cap (bottom decile),0.14101,0.2988339723870624
27-37,US T. Bond (10-year),0.05734,0.08805242696676135
27-37,Baa Corporate Bond,0.07438,0.05799591274164795
27-37,Real Estate,0.04118999999999999,0.06870930297848664
27-37,Gold*,0.06451500000000002,0.16557568558787472
27-37,3-month T.Bill,0.02344,0.02168653232332284
27-37,Bitcoin*,0.37723,0.09374020145285081
27-37,International Stocks,0.06989999999999999,0.20683067063612562
27-37,Emerging Markets,0.10624,0.33999261199403485
27-37,NASDAQ 100,0.17080499999999996,0.38197905767201423
27-37,Ethereum,0.25493,0.08687362933413229
27-37,XRP,0.09131999999999998,0.10579784894838487
27-37,SOL,0.40798999999999996,0.10759508353080079
