Series,Asset,Mean Return,Std Deviation
21-31,S&P 500 (includes dividends),0.05950999999999999,0.18645733503800188
21-31,US Small cap (bottom decile),0.11141000000000001,0.30317828331475893
21-31,US T. Bond (10-year),0.033225,0.08962254107322026
21-31,Baa Corporate Bond,0.051669999999999994,0.0703204776643857
21-31,Real Estate,-0.0023150000000000007,0.0655098970023855
21-31,Gold*,0.023415000000000002,0.14746918420291638
21-31,3-month T.Bill,0.0,0.0
21-31,Bitcoin*,0.32816500000000004,0.1024038407739825
21-31,International Stocks,0.030625000000000003,0.21820054965196822
21-31,Emerging Markets,0.12698,0.3712505560513291
21-31,NASDAQ 100,0.13647499999999999,0.3883914843705754
21-31,Ethereum,0.21021,0.09302640768252739
21-31,XRP,0.05111500000000001,0.09217396181591689
21-31,SOL,0.35791499999999987,0.11575949784836345
