Series,Asset,Mean Return,Std Deviation
41-44,S&P 500 (includes dividends),0.13072999999999999,0.14110854015708318
41-44,US Small cap (bottom decile),0.09832,0.2151883840535519
41-44,US T. Bond (10-year),0.017620000000000007,0.08316702028543463
41-44,Baa Corporate Bond,0.04783,0.08138821264713175
41-44,Real Estate,0.049865,0.050527150335761384
41-44,Gold*,0.02608,0.14955846102162826
41-44,3-month T.Bill,0.0,0.0
41-44,Bitcoin*,0.36835999999999997,0.0977820691774907
41-44,International Stocks,0.058084999999999984,0.14282238242324846
41-44,Emerging Markets,0.03651,0.17729795290770609
41-44,NASDAQ 100,0.16818499999999997,0.18778416859172184
41-44,Ethereum,0.24635499999999996,0.08337555160395137
41-44,XRP,0.08443999999999999,0.10948727106981793
41-44,SOL,0.39897,0.11178095167735305
