Series,Asset,Mean Return,Std Deviation
19-24,S&P 500 (includes dividends),0.11638,0.17411350079156626
19-24,US Small cap (bottom decile),0.11408500000000002,0.19437203143781556
19-24,US T. Bond (10-year),0.060300000000000006,0.09383673391363825
19-24,Baa Corporate Bond,0.07332999999999998,0.068173317052163
19-24,Real Estate,0.0091,0.03346726601825793
19-24,Gold*,-0.044689999999999994,0.1146288146928805
19-24,3-month T.Bill,0.018595,0.011438415192030019
19-24,Bitcoin*,0.33791000000000004,0.08905041682576284
19-24,International Stocks,0.037625000000000006,0.1670426919115369
19-24,Emerging Markets,0.10764499999999996,0.33852805912625544
19-24,NASDAQ 100,0.17557,0.36461556986705007
19-24,Ethereum,0.21963,0.09032248714584054
19-24,XRP,0.05993,0.09877982480989571
19-24,SOL,0.367745,0.10202035645683143
