Series,Asset,Mean Return,Std Deviation
34-42,S&P 500 (includes dividends),0.11532,0.15286165950743966
34-42,US Small cap (bottom decile),0.13472999999999996,0.2951383727213925
34-42,US T. Bond (10-year),0.051370000000000006,0.07846952542900099
34-42,Baa Corporate Bond,0.07945,0.06291909173901955
34-42,Real Estate,0.03449500000000001,0.06957321380349889
34-42,Gold*,0.107455,0.1436169997084717
34-42,3-month T.Bill,0.01115,0.014578589203276657
34-42,Bitcoin*,0.37723,0.09374020145285081
34-42,International Stocks,0.09273,0.19425085544755077
34-42,Emerging Markets,0.14453999999999997,0.29899894631041235
34-42,NASDAQ 100,0.16984499999999997,0.2185071827676441
34-42,Ethereum,0.25493,0.08687362933413229
34-42,XRP,0.09131999999999998,0.10579784894838487
34-42,SOL,0.40798999999999996,0.10759508353080079
