Series,Asset,Mean Return,Std Deviation
20-31,S&P 500 (includes dividends),0.07448500000000001,0.194088388098662
20-31,US Small cap (bottom decile),0.10517000000000003,0.2956762616176864
20-31,US T. Bond (10-year),0.05560999999999999,0.0905000953765127
20-31,Baa Corporate Bond,0.068205,0.06413802119770998
20-31,Real Estate,0.004945,0.061304069367804866
20-31,Gold*,0.029550000000000003,0.13900215636343277
20-31,3-month T.Bill,0.010890000000000002,0.01692111418503988
20-31,Bitcoin*,0.33948999999999996,0.0922710760405676
20-31,International Stocks,0.030980000000000008,0.20959517019344945
20-31,Emerging Markets,0.13321999999999998,0.36181945424988443
20-31,NASDAQ 100,0.110405,0.3465378956644986
20-31,Ethereum,0.22089499999999998,0.09012322251696343
20-31,XRP,0.060930000000000005,0.09730362734624462
20-31,SOL,0.36939,0.10550095484726293
