Series,Asset,Mean Return,Std Deviation
34-39,S&P 500 (includes dividends),0.08494000000000003,0.1822633271424963
34-39,US Small cap (bottom decile),0.124785,0.3246093948684205
34-39,US T. Bond (10-year),0.03948999999999999,0.09008107985236645
34-39,Baa Corporate Bond,0.071175,0.07238342987903122
34-39,Real Estate,0.005519999999999999,0.07786007422225294
34-39,Gold*,0.10427000000000002,0.14126334534068669
34-39,3-month T.Bill,0.0,0.0
34-39,Bitcoin*,0.36367000000000005,0.08751008423093457
34-39,International Stocks,0.072215,0.22333672306278038
34-39,Emerging Markets,0.1437,0.35678682121047245
34-39,NASDAQ 100,0.13289,0.25335041657543683
34-39,Ethereum,0.243045,0.08873028602396556
34-39,XRP,0.08076499999999999,0.10387367973700201
34-39,SOL,0.39404,0.10076936355648451
