Series,Asset,Mean Return,Std Deviation
23-29,S&P 500 (includes dividends),0.06308,0.16164353113531865
23-29,US Small cap (bottom decile),0.12175499999999999,0.2553541369095909
23-29,US T. Bond (10-year),0.03048,0.08469902503633239
23-29,Baa Corporate Bond,0.041960000000000004,0.05554611550206207
23-29,Real Estate,0.01819,0.05162255626942038
23-29,Gold*,0.01,0.13542647257343818
23-29,3-month T.Bill,0.0,0.0
23-29,Bitcoin*,0.324665,0.09186738310710374
23-29,International Stocks,0.044315,0.18670248010925666
23-29,Emerging Markets,0.09216500000000002,0.33390552914669863
23-29,NASDAQ 100,0.15854500000000002,0.43897410602808673
23-29,Ethereum,0.20717499999999997,0.08770025430557861
23-29,XRP,0.04959,0.10185775375493021
23-29,SOL,0.35424,0.10479638101425168
