Series,Asset,Mean Return,Std Deviation
28-41,S&P 500 (includes dividends),0.09743000000000002,0.15434440333910804
28-41,US Small cap (bottom decile),0.129115,0.25847819062024513
28-41,US T. Bond (10-year),0.032444999999999995,0.07089150698890449
28-41,Baa Corporate Bond,0.056905000000000004,0.05628190767537067
28-41,Real Estate,0.03925,0.046547457389998055
28-41,Gold*,0.03504,0.15202129144508533
28-41,3-month T.Bill,0.0,0.0
28-41,Bitcoin*,0.35001000000000004,0.09700520279047435
28-41,International Stocks,0.06292,0.17428072212744347
28-41,Emerging Markets,0.075865,0.26296343807297223
28-41,NASDAQ 100,0.147795,0.33672559885023984
28-41,Ethereum,0.230355,0.0928762077912541
28-41,XRP,0.06945,0.10315024045179515
28-41,SOL,0.380175,0.1100173473163497
