Series,Asset,Mean Return,Std Deviation
23-37,S&P 500 (includes dividends),0.11522999999999999,0.176729993582241
23-37,US Small cap (bottom decile),0.125385,0.24492159921729628
23-37,US T. Bond (10-year),0.06541499999999999,0.10060852362655853
23-37,Baa Corporate Bond,0.077875,0.06957431373415729
23-37,Real Estate,0.021575,0.05628424922237407
23-37,Gold*,0.035955,0.15806469852896513
23-37,3-month T.Bill,0.027954999999999997,0.022537021589049053
23-37,Bitcoin*,0.37723,0.09374020145285081
23-37,International Stocks,0.061134999999999995,0.19704337827253326
23-37,Emerging Markets,0.08771,0.3511161434775199
23-37,NASDAQ 100,0.19080999999999998,0.3579311281885327
23-37,Ethereum,0.25493,0.08687362933413229
23-37,XRP,0.09131999999999998,0.10579784894838487
23-37,SOL,0.40798999999999996,0.10759508353080079
