Series,Asset,Mean Return,Std Deviation
26-27,S&P 500 (includes dividends),0.081715,0.18637239538933306
26-27,US Small cap (bottom decile),0.167515,0.3000568705306239
26-27,US T. Bond (10-year),0.03508,0.07927287715626057
26-27,Baa Corporate Bond,0.052259999999999994,0.05276702917941328
26-27,Real Estate,0.039385,0.04852270521160822
26-27,Gold*,-0.006055000000000005,0.1414878513475534
26-27,3-month T.Bill,0.0,0.0
26-27,Bitcoin*,0.327705,0.08112909449565063
26-27,International Stocks,0.04043,0.19476126843962208
26-27,Emerging Markets,0.05701500000000002,0.3180135767955761
26-27,NASDAQ 100,0.18000500000000003,0.46004811816408486
26-27,Ethereum,0.210995,0.09320854080473187
26-27,XRP,0.051815,0.09313700307667873
26-27,SOL,0.357255,0.09362761892900934
