Series,Asset,Mean Return,Std Deviation
23-26,S&P 500 (includes dividends),0.11206500000000001,0.18349249310616442
23-26,US Small cap (bottom decile),0.16432000000000002,0.2444743094887477
23-26,US T. Bond (10-year),0.05552,0.09504771987076585
23-26,Baa Corporate Bond,0.067965,0.06048872252438118
23-26,Real Estate,0.03212,0.03482843061275326
23-26,Gold*,-0.023855000000000005,0.11089704317163071
23-26,3-month T.Bill,0.016455,0.014754641553369606
23-26,Bitcoin*,0.34412499999999996,0.09266383428398875
23-26,International Stocks,0.04337500000000001,0.1809827147169469
23-26,Emerging Markets,0.048725,0.32270891050767814
23-26,NASDAQ 100,0.21531000000000003,0.4514201088028522
23-26,Ethereum,0.22485499999999997,0.08688717714733044
23-26,XRP,0.06492500000000001,0.10187597141932724
23-26,SOL,0.37414499999999995,0.10613363708576387
