Series,Asset,Mean Return,Std Deviation
30-45,S&P 500 (includes dividends),0.045555,0.18635297993748032
30-45,US Small cap (bottom decile),0.07441,0.2806513381028984
30-45,US T. Bond (10-year),0.02126,0.0869347389833619
30-45,Baa Corporate Bond,0.03375,0.07481847154420175
30-45,Real Estate,0.039775,0.07038758768419329
30-45,Gold*,0.06864500000000001,0.1168448790626183
30-45,3-month T.Bill,0.0,0.0
30-45,Bitcoin*,0.348205,0.10056256745769875
30-45,International Stocks,0.028365,0.201346643418234
30-45,Emerging Markets,0.07956,0.28812083612700823
30-45,NASDAQ 100,0.09367999999999999,0.35852530351867484
30-45,Ethereum,0.22830500000000004,0.09018555418807674
30-45,XRP,0.068,0.10504515820901929
30-45,SOL,0.378365,0.11392839521753172
