Series,Asset,Mean Return,Std Deviation
19-25,S&P 500 (includes dividends),0.12586000000000003,0.17661613564004014
19-25,US Small cap (bottom decile),0.14709,0.2591845875453489
19-25,US T. Bond (10-year),0.05399,0.09445370851709095
19-25,Baa Corporate Bond,0.072265,0.06750649306002467
19-25,Real Estate,0.013274999999999999,0.03658669408692901
19-25,Gold*,-0.043115,0.11755570807068451
19-25,3-month T.Bill,0.01805,0.012464328047841589
19-25,Bitcoin*,0.338475,0.0891765361811231
19-25,International Stocks,0.04123500000000001,0.17352473287993453
19-25,Emerging Markets,0.099265,0.32484937768789174
19-25,NASDAQ 100,0.194945,0.3693224557070335
19-25,Ethereum,0.22014999999999998,0.09035579089006095
19-25,XRP,0.06038,0.09877648132606211
19-25,SOL,0.368325,0.1021562213114384
