Series,Asset,Mean Return,Std Deviation
36-38,S&P 500 (includes dividends),0.06853000000000001,0.17621388349628442
36-38,US Small cap (bottom decile),0.0723,0.27972050900478274
36-38,US T. Bond (10-year),0.03169999999999999,0.09913440636991674
36-38,Baa Corporate Bond,0.051640000000000005,0.0640741051234305
36-38,Real Estate,-0.014085,0.07293014159201654
36-38,Gold*,0.076985,0.1677517221654481
36-38,3-month T.Bill,-0.009135,0.013991361056399278
36-38,Bitcoin*,0.350785,0.09333941050077174
36-38,International Stocks,0.033735,0.2041013712917135
36-38,Emerging Markets,0.08939,0.33704098438898306
36-38,NASDAQ 100,0.110455,0.232458712746111
36-38,Ethereum,0.23117000000000004,0.09081811261498099
36-38,XRP,0.06976999999999998,0.0968810181831845
36-38,SOL,0.38093999999999995,0.10664325379013606
