,S&P 500 (includes dividends),US Small cap (bottom decile),US T. Bond (10-year),Baa Corporate Bond,Real Estate,Gold*,3-month T.Bill,Bitcoin*,International Stocks,Emerging Markets,NASDAQ 100,Ethereum,XRP,SOL
S&P 500 (includes dividends),0.02200830326315789,0.023267430555555555,0.008454227736842106,0.009014189368421053,0.001130500631578947,0.0009061362105263138,0.0006688151578947369,-0.0008396443157894721,0.01434157226315789,0.011151332736842103,0.03570770152631579,0.003447324105263158,-0.004520925684210526,-0.0011158250526315794
US Small cap (bottom decile),0.020756168947368422,0.03281580499999999,0.007949428421052632,0.011450311052631577,0.0010298784210526313,0.003593474210526315,-2.437157894736794e-05,0.005801237368421054,0.017589292631578945,0.04287746894736843,0.03760329105263158,0.00413526894736842,-0.006829413157894736,0.006621439999999997
US T. Bond (10-year),0.008454227736842106,0.00929221833333333,0.009451077342105263,0.007444063578947368,-0.0014241225263157897,0.0012063101578947365,0.0005377588421052632,0.0011850412105263164,0.0033401960789473683,0.004205638263157895,0.010463442184210525,-0.0010209608947368417,0.001988669578947368,0.0013801867894736844
Baa Corporate Bond,0.009014189368421053,0.01266055333333333,0.007444063578947368,0.007430911157894737,-0.0011582279999999999,0.0020675443157894733,0.00043179905263157907,0.001926216421052632,0.005138568526315788,0.010157745684210528,0.010729211368421051,-0.0006079330526315791,0.0011828425263157897,0.0022439908421052627
Real Estate,0.001130500631578947,0.003812192222222222,-0.0014241225263157897,-0.0011582279999999999,0.0018091732631578942,0.0008232693684210527,-0.0005579022105263158,-0.0008447832631578947,0.0015461783157894732,-0.0011222277894736845,0.0025888312631578937,0.0011779956842105262,-0.001619948315789474,-0.0010188245263157891
Gold*,0.0009061362105263138,0.013569989444444444,0.0012063101578947365,0.0020675443157894733,0.0008232693684210527,0.012463449578947367,-0.0007811677894736842,0.0018375832631578942,0.0077995587894736824,0.012873188315789473,0.0046355895263157885,0.002863183789473684,-0.002259410631578947,0.001993664526315787
3-month T.Bill,0.0006688151578947369,-0.000644222222222222,0.0005377588421052632,0.00043179905263157907,-0.0005579022105263158,-0.0007811677894736842,0.0005256806315789474,-0.000601028842105263,-3.327199999999976e-05,0.00026503042105263116,0.001965252947368421,-6.739568421052625e-05,6.850568421052623e-05,-0.0006945775789473682
Bitcoin*,-0.0008396443157894721,0.0036662850000000013,0.0011850412105263164,0.001926216421052632,-0.0008447832631578947,0.0018375832631578942,-0.000601028842105263,0.008787225368421052,0.002412637210526315,0.007727408315789474,-0.007085540999999997,0.002647324315789473,-0.0030353469473684207,0.010079406631578944
International Stocks,0.01434157226315789,0.016491170555555552,0.0033401960789473683,0.005138568526315788,0.0015461783157894732,0.0077995587894736824,-3.327199999999976e-05,0.002412637210526315,0.023347057342105258,0.02781526278947368,0.033692531236842106,0.00578984089473684,-0.007967070105263156,0.0025921358421052603
Emerging Markets,0.011151332736842103,0.024633928333333333,0.004205638263157895,0.010157745684210528,-0.0011222277894736845,0.012873188315789473,0.00026503042105263116,0.007727408315789474,0.02781526278947368,0.08345799589473685,0.03908784310526315,0.000260300421052631,-0.002864177789473684,0.009057069684210524
NASDAQ 100,0.03570770152631579,0.035074050555555555,0.010463442184210525,0.010729211368421051,0.0025888312631578937,0.0046355895263157885,0.001965252947368421,-0.007085540999999997,0.033692531236842106,0.03908784310526315,0.10600250871052631,0.004821818473684209,-0.010318175578947366,-0.008286373000000001
Ethereum,0.003447324105263158,0.0031182683333333327,-0.0010209608947368417,-0.0006079330526315791,0.0011779956842105262,0.002863183789473684,-6.739568421052625e-05,0.002647324315789473,0.00578984089473684,0.000260300421052631,0.004821818473684209,0.0075470274736842095,-0.008471283789473684,0.002743769789473684
XRP,-0.004520925684210526,-0.004553098888888886,0.001988669578947368,0.0011828425263157897,-0.001619948315789474,-0.002259410631578947,6.850568421052623e-05,-0.0030353469473684207,-0.007967070105263156,-0.002864177789473684,-0.010318175578947366,-0.008471283789473684,0.01119318484210526,-0.0032106218947368413
SOL,-0.0011158250526315794,0.004112933888888887,0.0013801867894736844,0.0022439908421052627,-0.0010188245263157891,0.001993664526315787,-0.0006945775789473682,0.010079406631578944,0.0025921358421052603,0.009057069684210524,-0.008286373000000001,0.002743769789473684,-0.0032106218947368413,0.011576701999999998
