Series,Asset,Mean Return,Std Deviation
30-38,S&P 500 (includes dividends),0.027875000000000004,0.19525194216973263
30-38,US Small cap (bottom decile),0.09148500000000001,0.32351187121308156
30-38,US T. Bond (10-year),0.040069999999999995,0.0900076435350734
30-38,Baa Corporate Bond,0.04950500000000001,0.06829612360888428
30-38,Real Estate,0.00974,0.07946308245773134
30-38,Gold*,0.07932000000000002,0.1508361069435788
30-38,3-month T.Bill,0.0,0.0
30-38,Bitcoin*,0.352475,0.10252685335020643
30-38,International Stocks,0.021385,0.22932527869244684
30-38,Emerging Markets,0.09917000000000001,0.35312256273960957
30-38,NASDAQ 100,0.06836,0.35204424273392865
30-38,Ethereum,0.23279,0.09921095493415717
30-38,XRP,0.07034,0.09284069207660592
30-38,SOL,0.382715,0.11568255236228424
