Series,Asset,Mean Return,Std Deviation
33-39,S&P 500 (includes dividends),0.06544000000000001,0.19449863860976668
33-39,US Small cap (bottom decile),0.11291999999999999,0.3265773134867309
33-39,US T. Bond (10-year),0.0447,0.09241336768193113
33-39,Baa Corporate Bond,0.07174,0.07260077859521603
33-39,Real Estate,0.006260000000000002,0.0785067774479577
33-39,Gold*,0.11326999999999998,0.14372527192346407
33-39,3-month T.Bill,0.0,0.0
33-39,Bitcoin*,0.3628300000000001,0.09071960909133268
33-39,International Stocks,0.05482,0.2281681757411682
33-39,Emerging Markets,0.130695,0.3599211163209019
33-39,NASDAQ 100,0.10525000000000002,0.27834360722712953
33-39,Ethereum,0.241975,0.0867107646750178
33-39,XRP,0.07999500000000001,0.10388094133999849
33-39,SOL,0.39324499999999996,0.10427568962787262
