Series,Asset,Mean Return,Std Deviation
33-40,S&P 500 (includes dividends),0.08112000000000001,0.1680402382889602
33-40,US Small cap (bottom decile),0.12679,0.3064159520720332
33-40,US T. Bond (10-year),0.0345,0.08725002789925658
33-40,Baa Corporate Bond,0.071605,0.07283805739627573
33-40,Real Estate,0.014119999999999999,0.07150329841490201
33-40,Gold*,0.110405,0.14604381633425526
33-40,3-month T.Bill,0.0,0.0
33-40,Bitcoin*,0.36245000000000005,0.09084538918867652
33-40,International Stocks,0.06922999999999999,0.2031107452650038
33-40,Emerging Markets,0.14966000000000002,0.3317139039975008
33-40,NASDAQ 100,0.12513000000000002,0.25122053867594424
33-40,Ethereum,0.24148,0.08486285282426985
33-40,XRP,0.079915,0.10686958739756748
33-40,SOL,0.39286499999999996,0.1044673319625251
