Series,Asset,Mean Return,Std Deviation
20-22,S&P 500 (includes dividends),0.1342,0.13495099305420388
20-22,US Small cap (bottom decile),0.09867500000000001,0.20548953328448066
20-22,US T. Bond (10-year),0.04471500000000001,0.08940987979671575
20-22,Baa Corporate Bond,0.054054999999999985,0.06724645539474845
20-22,Real Estate,-0.018085,0.02738709406002454
20-22,Gold*,-0.07510000000000001,0.09510293592236065
20-22,3-month T.Bill,0.0,0.0
20-22,Bitcoin*,0.31305499999999997,0.09827444640286442
20-22,International Stocks,0.03217,0.1487469277878229
20-22,Emerging Markets,0.09454,0.3535136778415407
20-22,NASDAQ 100,0.25544,0.33741372448921547
20-22,Ethereum,0.19639999999999996,0.08933301387740734
20-22,XRP,0.039535,0.09472648868133315
20-22,SOL,0.34242999999999996,0.11147840055128924
