Series,Asset,Mean Return,Std Deviation
34-36,S&P 500 (includes dividends),0.090505,0.17862815088746145
34-36,US Small cap (bottom decile),0.12954499999999997,0.32505539523854116
34-36,US T. Bond (10-year),0.05475,0.09126268332906419
34-36,Baa Corporate Bond,0.079245,0.06370125566803382
34-36,Real Estate,0.011754999999999998,0.08220543249432452
34-36,Gold*,0.14771499999999999,0.14356704384693364
34-36,3-month T.Bill,0.015275000000000002,0.018166709721500564
34-36,Bitcoin*,0.37723,0.09374020145285081
34-36,International Stocks,0.09562999999999999,0.22558989595701032
34-36,Emerging Markets,0.19147999999999998,0.358571422232873
34-36,NASDAQ 100,0.13358499999999998,0.24978450138385078
34-36,Ethereum,0.25493,0.08687362933413229
34-36,XRP,0.09131999999999998,0.10579784894838487
34-36,SOL,0.40798999999999996,0.10759508353080079
