Series,Asset,Mean Return,Std Deviation
26-45,S&P 500 (includes dividends),0.10574999999999998,0.172754740966249
26-45,US Small cap (bottom decile),0.11345499999999997,0.2552244883379501
26-45,US T. Bond (10-year),0.024650000000000005,0.08712857709941338
26-45,Baa Corporate Bond,0.04642999999999999,0.07676832611654914
26-45,Real Estate,0.044765000000000006,0.051729857763293016
26-45,Gold*,0.016095000000000005,0.12632958346284032
26-45,3-month T.Bill,0.0,0.0
26-45,Bitcoin*,0.34328499999999995,0.09197369918680699
26-45,International Stocks,0.040464999999999994,0.16657414115041988
26-45,Emerging Markets,0.03409499999999999,0.2544966393636042
26-45,NASDAQ 100,0.18924999999999997,0.36731635655041783
26-45,Ethereum,0.22422,0.08843798659899607
26-45,XRP,0.06451000000000001,0.10449542875924739
26-45,SOL,0.37326500000000007,0.10504765973494827
