Series,Asset,Mean Return,Std Deviation
21-34,S&P 500 (includes dividends),0.10812000000000002,0.16332525701479048
21-34,US Small cap (bottom decile),0.128575,0.2979614773316917
21-34,US T. Bond (10-year),0.03983,0.094314340596249
21-34,Baa Corporate Bond,0.06298000000000001,0.06613734990632435
21-34,Real Estate,-0.005165,0.06182646576039304
21-34,Gold*,0.045579999999999996,0.13831519153920266
21-34,3-month T.Bill,0.005585000000000002,0.01886308773630045
21-34,Bitcoin*,0.341455,0.0916728133664846
21-34,International Stocks,0.072545,0.19777508351128242
21-34,Emerging Markets,0.16466999999999998,0.3507010004037778
21-34,NASDAQ 100,0.22028999999999996,0.33107732742796225
21-34,Ethereum,0.22276999999999997,0.09101724012515432
21-34,XRP,0.062495,0.09726084555949206
21-34,SOL,0.37141,0.10478470107294943
