Series,Asset,Mean Return,Std Deviation
28-34,S&P 500 (includes dividends),0.06707500000000001,0.17694148861908232
28-34,US Small cap (bottom decile),0.15036,0.3260595383151914
28-34,US T. Bond (10-year),0.035105,0.08185075940875242
28-34,Baa Corporate Bond,0.059375,0.048614811204210726
28-34,Real Estate,0.024055,0.0697347642292226
28-34,Gold*,0.09262500000000003,0.13112839378980715
28-34,3-month T.Bill,0.0017049999999999988,0.01931946046429814
28-34,Bitcoin*,0.34446000000000004,0.08934733760354646
28-34,International Stocks,0.08108499999999999,0.21185207419826046
28-34,Emerging Markets,0.15796,0.33734993451279854
28-34,NASDAQ 100,0.125395,0.37605289028203687
28-34,Ethereum,0.22519,0.08496184220918794
28-34,XRP,0.065675,0.1059128433889717
28-34,SOL,0.37448000000000004,0.1026517546700596
