Series,Asset,Mean Return,Std Deviation
21-22,S&P 500 (includes dividends),0.185185,0.1421861910350391
21-22,US Small cap (bottom decile),0.167745,0.21735856012104687
21-22,US T. Bond (10-year),0.08349999999999999,0.10172329340447364
21-22,Baa Corporate Bond,0.09857500000000001,0.07292339076765857
21-22,Real Estate,0.031990000000000005,0.028745121325191858
21-22,Gold*,-0.028055000000000007,0.09437608681841972
21-22,3-month T.Bill,0.0477,0.010526057891577553
21-22,Bitcoin*,0.37723,0.09374020145285081
21-22,International Stocks,0.09067,0.15653586136964537
21-22,Emerging Markets,0.14855000000000002,0.3690876368617764
21-22,NASDAQ 100,0.35526499999999994,0.38719821562632556
21-22,Ethereum,0.25493,0.08687362933413229
21-22,XRP,0.09131999999999998,0.10579784894838487
21-22,SOL,0.40798999999999996,0.10759508353080079
