Series,Asset,Mean Return,Std Deviation
33-38,S&P 500 (includes dividends),0.05573,0.19200142296621822
33-38,US Small cap (bottom decile),0.09924000000000001,0.3309042243372099
33-38,US T. Bond (10-year),0.046579999999999996,0.09223460133925081
33-38,Baa Corporate Bond,0.06785999999999999,0.07407104271185233
33-38,Real Estate,-0.00103,0.08074406023453301
33-38,Gold*,0.120665,0.14763566562033
33-38,3-month T.Bill,0.0,0.0
33-38,Bitcoin*,0.360715,0.09285408629729369
33-38,International Stocks,0.04607499999999999,0.22382195432272078
33-38,Emerging Markets,0.129445,0.35910777516535414
33-38,NASDAQ 100,0.09695000000000001,0.2745829478739674
33-38,Ethereum,0.240285,0.09145891384142188
33-38,XRP,0.07774,0.09780830015365448
33-38,SOL,0.391095,0.10626401814646187
