Series,Asset,Mean Return,Std Deviation
22-40,S&P 500 (includes dividends),0.13001999999999997,0.12602200977356465
22-40,US Small cap (bottom decile),0.130465,0.21387585497691242
22-40,US T. Bond (10-year),0.029425000000000007,0.09006657698321661
22-40,Baa Corporate Bond,0.062025,0.07239227841202547
22-40,Real Estate,0.008845,0.04418613112969414
22-40,Gold*,-0.011964999999999993,0.14706379666482736
22-40,3-month T.Bill,0.0,0.0
22-40,Bitcoin*,0.34426,0.10161590426699946
22-40,International Stocks,0.06096999999999999,0.15227496632218
22-40,Emerging Markets,0.100025,0.33044683922324264
22-40,NASDAQ 100,0.23380499999999999,0.30196371945719086
22-40,Ethereum,0.224445,0.08791574001340866
22-40,XRP,0.064995,0.10694486269987324
22-40,SOL,0.37432999999999994,0.11502434113104747
