Series,Asset,Mean Return,Std Deviation
32-36,S&P 500 (includes dividends),0.04697,0.1970333423560591
32-36,US Small cap (bottom decile),0.12323500000000003,0.3252638043108038
32-36,US T. Bond (10-year),0.037385,0.08959634787552213
32-36,Baa Corporate Bond,0.06070499999999999,0.07181324078908832
32-36,Real Estate,0.001060000000000005,0.08243332489128155
32-36,Gold*,0.131505,0.14071660387197796
32-36,3-month T.Bill,0.0,0.0
32-36,Bitcoin*,0.35336999999999996,0.09074676215769499
32-36,International Stocks,0.05551999999999999,0.23294729153089322
32-36,Emerging Markets,0.165955,0.35045359851273655
32-36,NASDAQ 100,0.07141,0.2928878641175978
32-36,Ethereum,0.23397,0.0947621015740831
32-36,XRP,0.07188999999999998,0.09613054117900524
32-36,SOL,0.38354999999999995,0.10372165941392833
