Series,Asset,Mean Return,Std Deviation
23-36,S&P 500 (includes dividends),0.085105,0.17067004631899035
23-36,US Small cap (bottom decile),0.10041499999999999,0.2390660320034922
23-36,US T. Bond (10-year),0.035734999999999996,0.09600891556736307
23-36,Baa Corporate Bond,0.050795,0.06943283369369883
23-36,Real Estate,-0.0035499999999999976,0.05857368279175789
23-36,Gold*,0.021730000000000003,0.15798212124028133
23-36,3-month T.Bill,0.0,0.0
23-36,Bitcoin*,0.337985,0.09018348708109077
23-36,International Stocks,0.037994999999999994,0.19307974756833673
23-36,Emerging Markets,0.08134000000000001,0.3443976395175541
23-36,NASDAQ 100,0.153125,0.3446655432597322
23-36,Ethereum,0.21979500000000002,0.09286321278888472
23-36,XRP,0.06015499999999999,0.10112145628427543
23-36,SOL,0.3678199999999999,0.1028081944307226
