Series,Asset,Mean Return,Std Deviation
28-32,S&P 500 (includes dividends),0.042050000000000004,0.19249443600981522
28-32,US Small cap (bottom decile),0.16246999999999998,0.323045657682267
28-32,US T. Bond (10-year),0.03634999999999999,0.08152502683225563
28-32,Baa Corporate Bond,0.059335000000000006,0.04871822608256153
28-32,Real Estate,0.0311,0.06709460720348152
28-32,Gold*,0.09722000000000001,0.13599045477339095
28-32,3-month T.Bill,0.0044649999999999985,0.017881430385502693
28-32,Bitcoin*,0.344955,0.08916040232135151
28-32,International Stocks,0.06026500000000001,0.22328756364595714
28-32,Emerging Markets,0.15389499999999998,0.33452109755668075
28-32,NASDAQ 100,0.08175500000000001,0.4046765511199232
28-32,Ethereum,0.22546500000000003,0.0821786005888202
28-32,XRP,0.06617999999999999,0.10721143693900533
28-32,SOL,0.374985,0.10265367568469697
