Series,Asset,Mean Return,Std Deviation
29-30,S&P 500 (includes dividends),0.038955000000000004,0.18568464629155812
29-30,US Small cap (bottom decile),0.15101,0.3340902933418796
29-30,US T. Bond (10-year),0.06652000000000001,0.08030872404598854
29-30,Baa Corporate Bond,0.07103499999999999,0.04323120553002134
29-30,Real Estate,0.06372,0.06996045198614188
29-30,Gold*,0.120905,0.12660386405926496
29-30,3-month T.Bill,0.033165,0.016583767427977975
29-30,Bitcoin*,0.37723,0.09374020145285081
29-30,International Stocks,0.077485,0.2336139601880351
29-30,Emerging Markets,0.17730999999999997,0.35032458468052013
29-30,NASDAQ 100,0.10309499999999998,0.46566874659207225
29-30,Ethereum,0.25493,0.08687362933413229
29-30,XRP,0.09131999999999998,0.10579784894838487
29-30,SOL,0.40798999999999996,0.10759508353080079
