Series,Asset,Mean Return,Std Deviation
19-22,S&P 500 (includes dividends),0.12758,0.1335072542874297
19-22,US Small cap (bottom decile),0.112395,0.1952225032191676
19-22,US T. Bond (10-year),0.040600000000000004,0.08877820974944127
19-22,Baa Corporate Bond,0.056309999999999985,0.06705442330085709
19-22,Real Estate,-0.018615000000000003,0.026792954199506294
19-22,Gold*,-0.082705,0.09927467729804805
19-22,3-month T.Bill,0.0,0.0
19-22,Bitcoin*,0.311585,0.09383682519756247
19-22,International Stocks,0.03502500000000001,0.15161554174951855
19-22,Emerging Markets,0.12473999999999999,0.34485217031131044
19-22,NASDAQ 100,0.22023500000000001,0.3171908180044243
19-22,Ethereum,0.195305,0.08918700917321512
19-22,XRP,0.038755000000000005,0.0968582712550989
19-22,SOL,0.34087999999999996,0.10673847330841175
