Series,Asset,Mean Return,Std Deviation
23-37,S&P 500 (includes dividends),0.084955,0.1707350069706361
23-37,US Small cap (bottom decile),0.09540499999999999,0.24214360131520046
23-37,US T. Bond (10-year),0.036485000000000004,0.09575110979156215
23-37,Baa Corporate Bond,0.04898,0.0707206855765769
23-37,Real Estate,-0.006000000000000001,0.05490685893305805
23-37,Gold*,0.00857,0.15842431066766968
23-37,3-month T.Bill,0.0,0.0
23-37,Bitcoin*,0.340435,0.09631446453647224
23-37,International Stocks,0.032505,0.19262276871210163
23-37,Emerging Markets,0.058804999999999996,0.34378564079348845
23-37,NASDAQ 100,0.15811999999999998,0.3428028627897412
23-37,Ethereum,0.22179500000000002,0.09436600901752037
23-37,XRP,0.06159000000000001,0.09851291072213514
23-37,SOL,0.37036,0.10919352882310428
