Series,Asset,Mean Return,Std Deviation
20-37,S&P 500 (includes dividends),0.11653499999999999,0.16821398738699342
20-37,US Small cap (bottom decile),0.08074,0.25259312071309253
20-37,US T. Bond (10-year),0.051795,0.09504892632079988
20-37,Baa Corporate Bond,0.062415,0.06932034921860589
20-37,Real Estate,-0.012909999999999996,0.05299809231919282
20-37,Gold*,0.005399999999999998,0.1551083695865232
20-37,3-month T.Bill,0.006345000000000001,0.0194608777591838
20-37,Bitcoin*,0.343815,0.09179477840326901
20-37,International Stocks,0.039205,0.18347333514853406
20-37,Emerging Markets,0.09897499999999997,0.3426921833074107
20-37,NASDAQ 100,0.18535,0.2711837277760713
20-37,Ethereum,0.22509500000000005,0.09295774634350361
20-37,XRP,0.06429,0.096374237112142
20-37,SOL,0.37380500000000005,0.10491969598346708
