Series,Asset,Mean Return,Std Deviation
20-25,S&P 500 (includes dividends),0.13321,0.1792280285293746
20-25,US Small cap (bottom decile),0.13347499999999998,0.26748055487612943
20-25,US T. Bond (10-year),0.058720000000000015,0.09588431406758109
20-25,Baa Corporate Bond,0.07045500000000002,0.06733863734103453
20-25,Real Estate,0.014309999999999998,0.03727574207669676
20-25,Gold*,-0.03489,0.1124940040507423
20-25,3-month T.Bill,0.018535000000000003,0.012790097937981472
20-25,Bitcoin*,0.34043,0.09133386470584315
20-25,International Stocks,0.03887,0.17110049094026586
20-25,Emerging Markets,0.06876,0.3291857840506674
20-25,NASDAQ 100,0.23176000000000005,0.39390723113043014
20-25,Ethereum,0.22189,0.09121408536197166
20-25,XRP,0.061715000000000006,0.09747575825490366
20-25,SOL,0.37034500000000004,0.10446069759534092
