Series,Asset,Mean Return,Std Deviation
36-43,S&P 500 (includes dividends),0.13179000000000002,0.15775725490031897
36-43,US Small cap (bottom decile),0.12408499999999997,0.2426732506999137
36-43,US T. Bond (10-year),0.039529999999999996,0.08352410997651169
36-43,Baa Corporate Bond,0.06735000000000001,0.06554434015470588
36-43,Real Estate,0.041755,0.07263525659072184
36-43,Gold*,0.07355499999999998,0.1679729285049419
36-43,3-month T.Bill,0.010005000000000002,0.014926785355615977
36-43,Bitcoin*,0.37723,0.09374020145285081
36-43,International Stocks,0.08395499999999999,0.17889012056802384
36-43,Emerging Markets,0.10935499999999998,0.27734771350095994
36-43,NASDAQ 100,0.178495,0.20768445568115818
36-43,Ethereum,0.25493,0.08687362933413229
36-43,XRP,0.09131999999999998,0.10579784894838487
36-43,SOL,0.40798999999999996,0.10759508353080079
