Series,Asset,Mean Return,Std Deviation
36-37,S&P 500 (includes dividends),0.092065,0.1818170343331015
36-37,US Small cap (bottom decile),0.09441,0.28595495762352796
36-37,US T. Bond (10-year),0.052344999999999996,0.09748060252389217
36-37,Baa Corporate Bond,0.06941,0.0686646994267682
36-37,Real Estate,0.0034799999999999996,0.0727823691779671
36-37,Gold*,0.10676,0.18030033540559048
36-37,3-month T.Bill,0.01258,0.01848283983648218
36-37,Bitcoin*,0.37723,0.09374020145285081
36-37,International Stocks,0.06789500000000001,0.21739646894677547
36-37,Emerging Markets,0.12375,0.3545704346923115
36-37,NASDAQ 100,0.13374000000000003,0.23995032249021442
36-37,Ethereum,0.25493,0.08687362933413229
36-37,XRP,0.09131999999999998,0.10579784894838487
36-37,SOL,0.40798999999999996,0.10759508353080079
