Series,Asset,Mean Return,Std Deviation
37-38,S&P 500 (includes dividends),0.06817500000000001,0.17633747810437383
37-38,US Small cap (bottom decile),0.06711999999999999,0.28198444264664113
37-38,US T. Bond (10-year),0.03223999999999999,0.09895150008171201
37-38,Baa Corporate Bond,0.049625,0.06579172780348927
37-38,Real Estate,-0.01675,0.06952868775586543
37-38,Gold*,0.06367,0.17307123601812666
37-38,3-month T.Bill,-0.009345000000000001,0.013919447773377702
37-38,Bitcoin*,0.35253000000000007,0.09315589141467734
37-38,International Stocks,0.028054999999999997,0.203667211724369
37-38,Emerging Markets,0.06673499999999999,0.33730356041468207
37-38,NASDAQ 100,0.11520999999999999,0.23064332660032277
37-38,Ethereum,0.23272500000000007,0.09007717670507825
37-38,XRP,0.07123499999999999,0.09784947771691827
37-38,SOL,0.382745,0.10659614624711741
