Series,Asset,Mean Return,Std Deviation
25-35,S&P 500 (includes dividends),0.079565,0.18961144278983297
25-35,US Small cap (bottom decile),0.128315,0.29924867018127776
25-35,US T. Bond (10-year),0.029949999999999997,0.09591657285041215
25-35,Baa Corporate Bond,0.050765000000000005,0.06911371464934857
25-35,Real Estate,0.010199999999999997,0.06844136176319113
25-35,Gold*,0.041745,0.16419269961013236
25-35,3-month T.Bill,0.0,0.0
25-35,Bitcoin*,0.33895,0.0794971664506617
25-35,International Stocks,0.053025,0.20269226317901623
25-35,Emerging Markets,0.079275,0.3349210069868008
25-35,NASDAQ 100,0.146875,0.3726162564962285
25-35,Ethereum,0.22122999999999998,0.09249893370651419
25-35,XRP,0.06135,0.10090416766730488
25-35,SOL,0.36871,0.09184078843875759
