Series,Asset,Mean Return,Std Deviation
34-36,S&P 500 (includes dividends),0.06569500000000002,0.17328377235955444
34-36,US Small cap (bottom decile),0.10413000000000001,0.3187962096122818
34-36,US T. Bond (10-year),0.031674999999999995,0.09353926209154946
34-36,Baa Corporate Bond,0.05513,0.059489442672407716
34-36,Real Estate,-0.010880000000000004,0.07807229847694817
34-36,Gold*,0.12159500000000001,0.13509509506464812
34-36,3-month T.Bill,-0.00727,0.015578395971749839
34-36,Bitcoin*,0.3465499999999999,0.0896778532772783
34-36,International Stocks,0.07016,0.217171078330329
34-36,Emerging Markets,0.16283,0.3451615306063617
34-36,NASDAQ 100,0.10753500000000002,0.24237207645966236
34-36,Ethereum,0.227425,0.0896660463521229
34-36,XRP,0.06689999999999999,0.10085119835939638
34-36,SOL,0.37658,0.10279909686271312
