Series,Asset,Mean Return,Std Deviation
32-45,S&P 500 (includes dividends),0.06501,0.18649058364827348
32-45,US Small cap (bottom decile),0.103155,0.2877358300045739
32-45,US T. Bond (10-year),0.020830000000000005,0.08517942734079201
32-45,Baa Corporate Bond,0.04849,0.0822082458407338
32-45,Real Estate,0.032560000000000006,0.07470904546093607
32-45,Gold*,0.10273000000000002,0.12055674837580586
32-45,3-month T.Bill,0.0,0.0
32-45,Bitcoin*,0.35456499999999996,0.09628516459482546
32-45,International Stocks,0.04703999999999999,0.20141932275466365
32-45,Emerging Markets,0.11615000000000002,0.29230588610671454
32-45,NASDAQ 100,0.103515,0.29882008893752704
32-45,Ethereum,0.23391,0.08363184296603021
32-45,XRP,0.073435,0.10707392564313488
32-45,SOL,0.38485,0.11004146826011593
