Series,Asset,Mean Return,Std Deviation
39-41,S&P 500 (includes dividends),0.121425,0.15648592630514396
39-41,US Small cap (bottom decile),0.108175,0.2453717627879871
39-41,US T. Bond (10-year),0.043190000000000006,0.0839649482005187
39-41,Baa Corporate Bond,0.074375,0.06822394914428588
39-41,Real Estate,0.02654,0.05879868777626357
39-41,Gold*,0.051855,0.15904246859184962
39-41,3-month T.Bill,0.004430000000000001,0.006485051637176231
39-41,Bitcoin*,0.37723,0.09374020145285081
39-41,International Stocks,0.05928,0.18339478440612325
39-41,Emerging Markets,0.065555,0.2755523189886087
39-41,NASDAQ 100,0.161795,0.19785516093983072
39-41,Ethereum,0.25493,0.08687362933413229
39-41,XRP,0.09131999999999998,0.10579784894838487
39-41,SOL,0.40798999999999996,0.10759508353080079
