Series,Asset,Mean Return,Std Deviation
21-22,S&P 500 (includes dividends),0.15367500000000006,0.14391128434962247
21-22,US Small cap (bottom decile),0.13648500000000002,0.21294950791455855
21-22,US T. Bond (10-year),0.054215,0.10083931081311076
21-22,Baa Corporate Bond,0.06883999999999998,0.07279458048075022
21-22,Real Estate,0.004090000000000001,0.03279093103122777
21-22,Gold*,-0.054535,0.09140079623631064
21-22,3-month T.Bill,0.019230000000000004,0.010083133389347203
21-22,Bitcoin*,0.34002,0.09408274969128869
21-22,International Stocks,0.06174,0.15631957953937958
21-22,Emerging Markets,0.11709499999999999,0.3585319048784773
21-22,NASDAQ 100,0.31973999999999997,0.3811036844689244
21-22,Ethereum,0.22130999999999998,0.09082756305508981
21-22,XRP,0.06111000000000001,0.09556309516698765
21-22,SOL,0.36995999999999996,0.10733005857486619
