Series,Asset,Mean Return,Std Deviation
36-45,S&P 500 (includes dividends),0.11178000000000002,0.168925622374869
36-45,US Small cap (bottom decile),0.08027500000000001,0.23657466357868592
36-45,US T. Bond (10-year),0.03562,0.09249729213675166
36-45,Baa Corporate Bond,0.059975000000000014,0.08018576376468778
36-45,Real Estate,0.03884,0.07097802031911747
36-45,Gold*,0.09142499999999999,0.14783968869228445
36-45,3-month T.Bill,0.013475,0.017139086599748665
36-45,Bitcoin*,0.37723,0.09374020145285081
36-45,International Stocks,0.06577999999999998,0.18228626301564946
36-45,Emerging Markets,0.09643999999999997,0.28367524501016816
36-45,NASDAQ 100,0.16301000000000002,0.24844997145459582
36-45,Ethereum,0.25493,0.08687362933413229
36-45,XRP,0.09131999999999998,0.10579784894838487
36-45,SOL,0.40798999999999996,0.10759508353080079
