Series,Asset,Mean Return,Std Deviation
21-28,S&P 500 (includes dividends),0.14359499999999997,0.1688412816663533
21-28,US Small cap (bottom decile),0.178225,0.2682583434225103
21-28,US T. Bond (10-year),0.07097499999999998,0.08922181037934851
21-28,Baa Corporate Bond,0.090775,0.0584283085228565
21-28,Real Estate,0.05467999999999999,0.04271530725260221
21-28,Gold*,0.019054999999999996,0.1309340391390381
21-28,3-month T.Bill,0.042054999999999995,0.016012740815396116
21-28,Bitcoin*,0.37723,0.09374020145285081
21-28,International Stocks,0.09283,0.1854121329703954
21-28,Emerging Markets,0.1492,0.3444435879257413
21-28,NASDAQ 100,0.268565,0.4371869469749334
21-28,Ethereum,0.25493,0.08687362933413229
21-28,XRP,0.09131999999999998,0.10579784894838487
21-28,SOL,0.40798999999999996,0.10759508353080079
