Series,Asset,Mean Return,Std Deviation
20-42,S&P 500 (includes dividends),0.13804999999999998,0.12482864254649251
20-42,US Small cap (bottom decile),0.08900999999999999,0.2129438767177374
20-42,US T. Bond (10-year),0.044965,0.0765221693023456
20-42,Baa Corporate Bond,0.06210000000000001,0.06520780547401393
20-42,Real Estate,0.01016,0.050576199936333686
20-42,Gold*,-0.021580000000000002,0.1356910407002459
20-42,3-month T.Bill,0.0,0.0
20-42,Bitcoin*,0.339785,0.10363387108876183
20-42,International Stocks,0.04032999999999999,0.14852247783097558
20-42,Emerging Markets,0.074115,0.2721179780420327
20-42,NASDAQ 100,0.21243000000000004,0.22668658656020166
20-42,Ethereum,0.220785,0.0945310880359639
20-42,XRP,0.06092000000000001,0.10211223237203268
20-42,SOL,0.36974500000000005,0.11670616037048366
